listingId,realtyNo,realtyId,advertiseOwnerName,mainCategoryName,categories,subCategoryName,mainCategoryId,categoryId,cityId,cityName,countyId,countyName,areaName,areaId,districtId,districtName,title,age,roomAndLivingRoom,sqm,floorName,floorId,bathRoom,livingRoom,room,floorCount,mapLatLon,detailUrl,breadcrumbs4Url,breadcrumbs3Url,imageUrl,images,imageCount,description,createdDate,updatedDate,startDate,endDate,realtyPrice,realtyPriceCurrencyCode,realtyPriceTl,realtyPriceCurrencyId,showPrice,firmUserId,firmUserFirstName,firmUserLastName,firmUserPhoto,firmId,firmLogo,firmUserFullName,productCount,featuringProduct,superRealty,firmSummaryPackageCategoryTypeId,buildStateId,buildStateName,furnished,sideName,fuelName,heatingName,heatingId,amount,currencycode,creditName,productIds
SAMPLE-000011,12496,10000010,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,34,İstanbul,1379,İlçe_1379,Bölge_463,"529,325,559",87300,Mahalle_87300,SATILIK DÜKKAN & MAĞAZA,10.0,Stüdyo,252.0,Zemin,101200.0,0,0,0,3.0,"39.1245,39.2329",https://example.com/sample-listing/000011,https://example.com/sample-location/00010,https://example.com/sample-location/00010,https://example.com/sample-image/000011.jpg,https://example.com/sample-image/000011.jpg,7,Detaylar için ilan sahibi ile iletişime geçiniz.,2024-12-24T02:29:00.000Z,2024-12-26T02:29:00.000Z,2025-01-01T02:29:00.000Z,2025-03-09T02:29:00.000Z,29580000,TL,29580000,1,false,4950,Örnek Emlak 11,Yatırım,sample/profile_00010.jpg,2758,https://example.com/sample-logo/00010.png,Can Polat,0.0,False,false,57832.0,101606.0,,False,,Doğalgaz,Klima,,0.0,,Uygun,
SAMPLE-000012,103113,10000011,Emlakçıdan,İşyeri,İşyeri Satılık,Otel,1000020000,1000010000,34,İstanbul,1885,İlçe_1885,Bölge_81,"703,384,928",37650,Mahalle_37650,SATILIK OTEL,,Stüdyo,54.0,9. Kat,101210.0,0,0,0,,"37.0837,42.8005",https://example.com/sample-listing/000012,https://example.com/sample-location/00011,https://example.com/sample-location/00011,https://example.com/sample-image/000012.jpg,https://example.com/sample-image/000012.jpg,11,Detaylar için ilan sahibi ile iletişime geçiniz.,2024-11-07T12:58:00.000Z,2024-11-26T12:58:00.000Z,2024-11-13T12:58:00.000Z,2025-04-26T12:58:00.000Z,4180000,TL,4180000,1,false,3689,Örnek Emlak 12,Emlak,sample/profile_00011.jpg,,https://example.com/sample-logo/00011.png,Deniz Aksoy,0.0,False,false,4419.0,101606.0,İkinci El,False,,,Yok,101314.0,0.0,,Uygun,
SAMPLE-000013,128674,10000012,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,78,Karabük,2092,İlçe_2092,Bölge_833,"990,106,877",158359,Mahalle_158359,SATILIK DÜKKAN & MAĞAZA,1.0,Stüdyo,320.0,6. Kat,,0,0,0,,"36.5505,26.4159",https://example.com/sample-listing/000013,https://example.com/sample-location/00012,https://example.com/sample-location/00012,https://example.com/sample-image/000013.jpg,https://example.com/sample-image/000013.jpg,16,Yatırıma uygun işyeri.,2025-01-04T13:56:00.000Z,2025-01-06T13:56:00.000Z,2025-01-06T13:56:00.000Z,2025-06-18T13:56:00.000Z,8630000,TL,8630000,1,true,2632,Örnek Emlak 13,Gayrimenkul,,2749,https://example.com/sample-logo/00012.png,Selin Güneş,0.0,False,true,57585.0,,Sıfır,False,,,Yerden Isıtma,101304.0,0.0,,Uygun,
SAMPLE-000014,96095,10000013,Emlakçıdan,İşyeri,İşyeri Satılık,İş Hanı,1000020000,1000010000,63,Şanlıurfa,1152,İlçe_1152,Bölge_72,"925,263,814",24127,Mahalle_24127,SATILIK İŞ HANI,1.0,1+1,135.0,Zemin,101200.0,0,0,1,3.0,"37.1368,28.1072",https://example.com/sample-listing/000014,https://example.com/sample-location/00013,https://example.com/sample-location/00013,https://example.com/sample-image/000014.jpg,https://example.com/sample-image/000014.jpg,17,Yatırıma uygun işyeri.,2024-11-10T04:55:00.000Z,2024-11-27T04:55:00.000Z,2024-11-15T04:55:00.000Z,2025-02-09T04:55:00.000Z,910000,TL,910000,1,false,4058,Örnek Emlak 14,Gayrimenkul,sample/profile_00013.jpg,2331,https://example.com/sample-logo/00013.png,Berk Tekin,0.0,False,false,3556.0,,İkinci El,False,,,Yok,101302.0,0.0,,Uygun,
SAMPLE-000015,96389,10000014,Emlakçıdan,İşyeri,İşyeri Satılık,Plaza,1000020000,1000010000,10,Balıkesir,1473,İlçe_1473,Bölge_158,"532,448,384",68038,Mahalle_68038,SATILIK PLAZA,,1+1,74.0,10. Kat,101211.0,0,0,1,6.0,"40.1972,41.6149",https://example.com/sample-listing/000015,https://example.com/sample-location/00014,https://example.com/sample-location/00014,https://example.com/sample-image/000015.jpg,https://example.com/sample-image/000015.jpg,25,Ulaşımı kolay ve merkezi konumda.,2025-01-20T01:07:00.000Z,2025-01-25T01:07:00.000Z,2025-01-22T01:07:00.000Z,2025-04-09T01:07:00.000Z,1450000,TL,1450000,1,true,3787,Örnek Emlak 15,Yatırım,,,https://example.com/sample-logo/00014.png,Derya Doğan,0.0,False,false,162436.0,101601.0,İkinci El,False,,Diğer,,,0.0,,Uygun,
SAMPLE-000016,11044,10000015,Emlakçıdan,İşyeri,İşyeri Satılık,Plaza Katı,1000020000,1000010000,26,Eskişehir,1135,İlçe_1135,Bölge_172,"259,320,881",24926,Mahalle_24926,SATILIK PLAZA KATI,,3+1,160.0,2. Kat,,0,0,3,,"36.906,40.4717",https://example.com/sample-listing/000016,https://example.com/sample-location/00015,https://example.com/sample-location/00015,https://example.com/sample-image/000016.jpg,https://example.com/sample-image/000016.jpg,26,Detaylı bilgi için iletişime geçebilirsiniz.,2025-07-16T12:15:00.000Z,2025-08-31T12:15:00.000Z,2025-07-21T12:15:00.000Z,2025-10-16T12:15:00.000Z,2970000,TL,2970000,1,true,5107,Örnek Emlak 16,Emlak,sample/profile_00015.jpg,4822,https://example.com/sample-logo/00015.png,Ahmet Yılmaz,0.0,False,false,104079.0,101602.0,İkinci El,False,,,Yok,101306.0,0.0,,Uygun,
SAMPLE-000017,147310,10000016,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,78,Karabük,2063,İlçe_2063,Bölge_1035,"444,204,194",134381,Mahalle_134381,SATILIK DÜKKAN & MAĞAZA,,2+1,109.0,8. Kat,101209.0,0,0,2,7.0,"38.7702,28.1757",https://example.com/sample-listing/000017,https://example.com/sample-location/00016,https://example.com/sample-location/00016,https://example.com/sample-image/000017.jpg,https://example.com/sample-image/000017.jpg,14,Detaylar için ilan sahibi ile iletişime geçiniz.,2025-05-16T04:24:00.000Z,2025-07-13T04:24:00.000Z,2025-05-25T04:24:00.000Z,2025-08-22T04:24:00.000Z,2000000,TL,2000000,1,true,7375,Örnek Emlak 17,Danışmanlığı,sample/profile_00016.jpg,6444,,Mehmet Kaya,0.0,False,false,55475.0,101602.0,İkinci El,False,,,Yok,101314.0,0.0,TL,Uygun,
SAMPLE-000018,98771,10000017,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,7,Antalya,1711,İlçe_1711,Bölge_1018,"489,199,467",76106,Mahalle_76106,SATILIK DÜKKAN & MAĞAZA,10.0,4+1,324.0,,101211.0,0,0,4,4.0,"40.7298,29.5452",https://example.com/sample-listing/000018,https://example.com/sample-location/00017,https://example.com/sample-location/00017,https://example.com/sample-image/000018.jpg,https://example.com/sample-image/000018.jpg,14,Detaylı bilgi için iletişime geçebilirsiniz.,2024-08-11T02:36:00.000Z,2024-08-12T02:36:00.000Z,2024-08-15T02:36:00.000Z,2024-12-22T02:36:00.000Z,16370000,TL,16370000,1,true,2682,Örnek Emlak 18,Danışmanlığı,sample/profile_00017.jpg,3689,https://example.com/sample-logo/00017.png,Ayşe Demir,0.0,False,false,22282.0,101608.0,İkinci El,False,,Doğalgaz,Klima,101314.0,0.0,,Uygun,
SAMPLE-000019,54892,10000018,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,67,Zonguldak,2046,İlçe_2046,Bölge_671,"967,452,718",25521,Mahalle_25521,SATILIK DÜKKAN & MAĞAZA,,3+1,589.0,,,0,1,3,3.0,"38.2268,35.8996",https://example.com/sample-listing/000019,https://example.com/sample-location/00018,https://example.com/sample-location/00018,https://example.com/sample-image/000019.jpg,https://example.com/sample-image/000019.jpg,6,Merkezi konumda satılık ticari gayrimenkul.,2025-08-21T11:47:00.000Z,2025-09-20T11:47:00.000Z,2025-08-27T11:47:00.000Z,2026-02-22T11:47:00.000Z,15610000,TL,15610000,1,true,2371,Örnek Emlak 19,Yatırım,,5477,https://example.com/sample-logo/00018.png,Fatma Şahin,0.0,False,false,89306.0,101603.0,,True,,,Merkezi,101309.0,0.0,,Uygun,
SAMPLE-000020,35848,10000019,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,63,Şanlıurfa,1787,İlçe_1787,Bölge_798,"370,926,144",54573,Mahalle_54573,SATILIK DÜKKAN & MAĞAZA,1.0,Stüdyo,161.0,9. Kat,101210.0,0,0,0,7.0,"37.9594,36.3764",https://example.com/sample-listing/000020,https://example.com/sample-location/00019,https://example.com/sample-location/00019,https://example.com/sample-image/000020.jpg,https://example.com/sample-image/000020.jpg,2,Merkezi konumda satılık ticari gayrimenkul.,2025-10-20T12:57:00.000Z,2025-12-11T12:57:00.000Z,2025-10-22T12:57:00.000Z,2026-03-15T12:57:00.000Z,2990000,TL,2990000,1,false,7718,Örnek Emlak 20,Danışmanlığı,sample/profile_00019.jpg,6840,https://example.com/sample-logo/00019.png,Zeynep Çelik,0.0,False,false,42609.0,101604.0,İkinci El,False,,Merkezi,Soba,101302.0,0.0,,Uygun,
SAMPLE-000021,106205,10000020,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,6,Ankara,1817,İlçe_1817,Bölge_196,"847,570,649",118632,Mahalle_118632,SATILIK DÜKKAN & MAĞAZA,25.0,1+0,105.0,1. Kat,,0,0,1,,"40.9437,42.8322",https://example.com/sample-listing/000021,https://example.com/sample-location/00020,https://example.com/sample-location/00020,https://example.com/sample-image/000021.jpg,https://example.com/sample-image/000021.jpg,12,Yatırıma uygun işyeri.,2025-09-19T20:21:00.000Z,2025-09-26T20:21:00.000Z,2025-09-25T20:21:00.000Z,2026-03-07T20:21:00.000Z,9250000,TL,9250000,1,false,6317,Örnek Emlak 21,Property,sample/profile_00020.jpg,6634,https://example.com/sample-logo/00020.png,Emre Arslan,0.0,False,false,32641.0,101601.0,Proje,False,,,,101300.0,0.0,,Uygun,
SAMPLE-000022,63931,10000021,Emlakçıdan,İşyeri,İşyeri Satılık,Ofis,1000020000,1000010000,78,Karabük,1717,İlçe_1717,Bölge_946,"227,487,180",35917,Mahalle_35917,SATILIK OFIS,0.0,1+1,399.0,8. Kat,101209.0,0,0,1,4.0,"40.1864,37.5401",https://example.com/sample-listing/000022,https://example.com/sample-location/00021,https://example.com/sample-location/00021,https://example.com/sample-image/000022.jpg,https://example.com/sample-image/000022.jpg,22,Detaylı bilgi için iletişime geçebilirsiniz.,2024-12-30T18:48:00.000Z,2025-02-05T18:48:00.000Z,2025-01-06T18:48:00.000Z,2025-04-21T18:48:00.000Z,15670000,TL,15670000,1,true,4700,Örnek Emlak 22,Emlak,sample/profile_00021.jpg,4273,https://example.com/sample-logo/00021.png,Burak Aydın,0.0,False,false,168283.0,101606.0,Sıfır,False,,Merkezi,Kombi,101312.0,0.0,,Uygun,
SAMPLE-000023,135956,10000022,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,35,İzmir,1712,İlçe_1712,Bölge_1026,"665,400,949",14165,Mahalle_14165,SATILIK DÜKKAN & MAĞAZA,1.0,Stüdyo,103.0,,101208.0,0,0,0,,"39.0223,40.5439",https://example.com/sample-listing/000023,https://example.com/sample-location/00022,https://example.com/sample-location/00022,https://example.com/sample-image/000023.jpg,https://example.com/sample-image/000023.jpg,16,Ulaşımı kolay ve merkezi konumda.,2024-06-10T20:11:00.000Z,2024-06-15T20:11:00.000Z,2024-06-11T20:11:00.000Z,2024-11-21T20:11:00.000Z,7350000,TL,7350000,1,false,2527,Örnek Emlak 23,Danışmanlığı,sample/profile_00022.jpg,6780,https://example.com/sample-logo/00022.png,Elif Öztürk,0.0,False,false,119489.0,101600.0,İkinci El,False,,,Soba,101303.0,0.0,,Uygun,
SAMPLE-000024,107371,10000023,Müteahhitten,İşyeri,İşyeri Satılık,Büro,1000020000,1000010000,20,Denizli,1722,İlçe_1722,Bölge_834,"743,733,982",139846,Mahalle_139846,SATILIK BÜRO,25.0,4+1,81.0,6. Kat,101207.0,0,0,4,,"37.0474,33.8848",https://example.com/sample-listing/000024,https://example.com/sample-location/00023,https://example.com/sample-location/00023,https://example.com/sample-image/000024.jpg,https://example.com/sample-image/000024.jpg,22,Merkezi konumda satılık ticari gayrimenkul.,2025-05-12T21:28:00.000Z,2025-05-21T21:28:00.000Z,2025-05-22T21:28:00.000Z,2025-08-22T21:28:00.000Z,3250000,TL,3250000,1,false,5433,Örnek Emlak 24,Danışmanlığı,,5237,https://example.com/sample-logo/00023.png,Mert Koç,0.0,False,false,120481.0,,,False,,,Yok,,0.0,TL,Uygun Değil,
SAMPLE-000025,92423,10000024,Emlakçıdan,İşyeri,İşyeri Satılık,Büro,1000020000,1000010000,6,Ankara,1553,İlçe_1553,Bölge_1132,"470,691,296",146036,Mahalle_146036,SATILIK BÜRO,10.0,Stüdyo,302.0,8. Kat,101209.0,0,0,0,7.0,"40.0069,33.217",https://example.com/sample-listing/000025,https://example.com/sample-location/00024,https://example.com/sample-location/00024,https://example.com/sample-image/000025.jpg,https://example.com/sample-image/000025.jpg,18,Detaylı bilgi için iletişime geçebilirsiniz.,2025-01-19T08:51:00.000Z,2025-02-27T08:51:00.000Z,2025-01-25T08:51:00.000Z,2025-04-26T08:51:00.000Z,6970000,TL,6970000,1,true,5623,Örnek Emlak 25,Danışmanlığı,sample/profile_00024.jpg,,https://example.com/sample-logo/00024.png,Ece Kurt,0.0,False,false,153416.0,,,False,,Elektrik,,101312.0,0.0,,Uygun,
SAMPLE-000026,42981,10000025,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,63,Şanlıurfa,1278,İlçe_1278,Bölge_1075,"821,171,146",116448,Mahalle_116448,SATILIK DÜKKAN & MAĞAZA,10.0,1+0,225.0,10. Kat,101211.0,0,0,1,5.0,"38.2833,26.8422",https://example.com/sample-listing/000026,https://example.com/sample-location/00025,https://example.com/sample-location/00025,https://example.com/sample-image/000026.jpg,https://example.com/sample-image/000026.jpg,6,Yatırıma uygun işyeri.,2024-04-04T09:38:00.000Z,2024-05-24T09:38:00.000Z,2024-04-06T09:38:00.000Z,2024-08-01T09:38:00.000Z,3070000,TL,3070000,1,false,7418,Örnek Emlak 26,Yatırım,,6447,https://example.com/sample-logo/00025.png,Can Polat,0.0,False,false,888.0,101608.0,,False,,Yok,Yerden Isıtma,101311.0,0.0,,Uygun,
SAMPLE-000027,474,10000026,Emlakçıdan,İşyeri,İşyeri Satılık,Apartman,1000020000,1000010000,1,Adana,1782,İlçe_1782,Bölge_18,"777,333,891",19191,Mahalle_19191,SATILIK APARTMAN,15.0,2+0,82.0,6. Kat,101207.0,0,0,2,8.0,"39.3863,36.5545",https://example.com/sample-listing/000027,https://example.com/sample-location/00026,https://example.com/sample-location/00026,https://example.com/sample-image/000027.jpg,https://example.com/sample-image/000027.jpg,14,Ulaşımı kolay ve merkezi konumda.,2024-02-16T00:13:00.000Z,2024-04-08T00:13:00.000Z,2024-02-21T00:13:00.000Z,2024-07-21T00:13:00.000Z,4260000,TL,4260000,1,false,7321,Örnek Emlak 27,Yatırım,sample/profile_00026.jpg,5299,https://example.com/sample-logo/00026.png,Deniz Aksoy,0.0,False,false,143647.0,101604.0,,False,,,Yok,101309.0,0.0,,Uygun,
SAMPLE-000028,87639,10000027,Emlakçıdan,İşyeri,İşyeri Satılık,Dükkan & Mağaza,1000020000,1000010000,35,İzmir,1133,İlçe_1133,Bölge_22,"396,181,975",145263,Mahalle_145263,SATILIK DÜKKAN & MAĞAZA,5.0,1+1,152.0,9. Kat,101210.0,0,0,1,7.0,"41.512,28.0353",https://example.com/sample-listing/000028,https://example.com/sample-location/00027,https://example.com/sample-location/00027,https://example.com/sample-image/000028.jpg,https://example.com/sample-image/000028.jpg,21,Detaylı bilgi için iletişime geçebilirsiniz.,2025-07-14T10:00:00.000Z,2025-08-01T10:00:00.000Z,2025-07-17T10:00:00.000Z,2025-11-09T10:00:00.000Z,28860000,TL,28860000,1,false,6190,Örnek Emlak 28,Gayrimenkul,,3276,https://example.com/sample-logo/00027.png,Selin Güneş,0.0,False,false,147679.0,101605.0,İkinci El,False,,Diğer,Yerden Isıtma,101313.0,0.0,,Uygun,
